Type,Number of videos posted,Channel Name,Total Engagement (Likes + Comments),,,,,,
Celestia,1,GOvagQxOHDo,40,,,,,,
Celestia,1,GPpPqTbOYeE,229980,,,,,,
Celestia,1,gpqPIaV9iJY,30,,,,,,
Celestia,1,gPtBEV0kDG0,1330,,,,,,
Celestia,1,gQ2NlY0y6NU,58240,,,,,,
Celestia,1,GQAI1uz43R8,15750,,,,,,
Celestia,1,GQG3vR3GXGU,0,,,,,,
Celestia,1,GqPcFsOQoU4,420,,,,,,
Celestia,1,gQPFKMx21Sk,10720,,,,,,
Celestia,1,GqyVEiqHccU,39200,,,,,,
Celestia,1,Grace Community Outreach Centre,290,,,,,,
Celestia,1,Grace Digital Network,390430,,,,,,
Celestia,1,Grace Expression Global Church,750,,,,,,
Celestia,1,GraceFaith08,300,,,,,,
Celestia,1,GRAILE AI,2570,,,,,,
Celestia,1,Granty,6821160,,,,,,
Celestia,1,Graphically Challenged,1055400,,,,,,
Celestia,1,GravelWare,348310,,,,,,
Celestia,1,Grazzet MTG,65320,,,,,,
Celestia,1,Great Business Stories,1740,,,,,,
Celestia,1,Great Documentaries,58990,,,,,,
Celestia,1,GREAT IN THE DAY,45350,,,,,,
Celestia,1,Great Plains Genesis Forum,600,,,,,,
Celestia,1,Greenlight Television,3230,,,,,,
Celestia,1,Greens Lake Road church of Christ,470,,,,,,
Celestia,1,grfsKgqPqK8,140,,,,,,
Celestia,1,grpMCccR3C8,1060,,,,,,
Celestia,1,GrqaFS5Fq_0,1160,,,,,,
Celestia,1,GSA (General Services Administration),2200,,,,,,
Celestia,1,gsI_Cp1HhHs,1310,,,,,,
Celestia,1,gsMUqzWOgM4,0,,,,,,
Celestia,1,gTcDr48fDzU,1050,,,,,,
Celestia,1,gTlI8WmOi9o,0,,,,,,
Celestia,1,GtqMJeSNk3o,920,,,,,,
Celestia,1,gTRe_C_JiGY,150,,,,,,
Celestia,1,Guide DAO,2100,,,,,,
Celestia,1,GujLz9tkakw,0,,,,,,
Celestia,1,GuPI8KTbAdo,110,,,,,,
Celestia,1,GuV0u4lA54k,28780,,,,,,
Celestia,1,Gv2JWZGvWbw,400,,,,,,
Celestia,1,Gv9tgyAwuVk,158240,,,,,,
Celestia,1,gVlDnlqr2Rc,11630,,,,,,
Celestia,1,GvPrm-XgrjM,130,,,,,,
Celestia,1,gVsGYRFig0U,1420,,,,,,
Celestia,1,GvtL9SkWWi4,580,,,,,,
Celestia,1,GWDETmDcnzk,610,,,,,,
Celestia,1,gWF-NNpodrE,570,,,,,,
Celestia,1,Gx7SFUSoALk,0,,,,,,
Celestia,1,GXGyeX5ZmWg,500,,,,,,
Celestia,1,GxMzhVtOK1A,60,,,,,,
Celestia,1,gYeH9plAjr4,260,,,,,,
Celestia,1,GywOwJEeGVY,880,,,,,,
Celestia,1,Gz605_-RBSs,10320,,,,,,
Celestia,1,GZ97XYDZmW0,110,,,,,,
Celestia,1,GzfoSiKzX0g,40,,,,,,
Celestia,1,gzuIlZgmxdM,70,,,,,,
Celestia,1,H_-koIh1Gik,40,,,,,,
Celestia,1,H_9UfwxwZD8,210,,,,,,
Celestia,1,h_BH7jnxPuA,550,,,,,,
Celestia,1,h_kQ9jeSTxM,80,,,,,,
Celestia,1,H-jGhvQ1jHo,8150,,,,,,
Celestia,1,h-KkyWkHoTU,70,,,,,,
Celestia,1,H0f0uxiru9Q,150120,,,,,,
Celestia,1,H16T7JU1x0U,30,,,,,,
Celestia,1,h2IR1fWiX6I,2080,,,,,,
Celestia,1,h5611OsFDkc,90,,,,,,
Celestia,1,h5Nc0POkJgQ,180,,,,,,
Celestia,1,h6eFEVBVvNI,570,,,,,,
Celestia,1,h6WUeP3Nzrs,2540,,,,,,
Celestia,1,H9mo9FV3Xcg,0,,,,,,
Celestia,1,Hacks And Airdrops,6830,,,,,,
Celestia,1,Hak Research,23620,,,,,,
Celestia,1,Hake Hardware,13520,,,,,,
Celestia,1,Halal Saving,2260,,,,,,
Celestia,1,Han Zee,38470,,,,,,
Celestia,1,Hans - Roblox,943270,,,,,,
Celestia,1,Hansy Lyrics,26170,,,,,,
Celestia,1,Happy & Holy Channel | Podcast,11060,,,,,,
Celestia,1,Hardly Initiated,1713950,,,,,,
Celestia,1,Harmony Protocol,6160,,,,,,
Celestia,1,Haroon Heroz,3150,,,,,,
Celestia,1,HARRY RESEARCHES,310,,,,,,
Celestia,1,Harry Serpanos,36980,,,,,,
Celestia,1,harryono channel crypto,370,,,,,,
Celestia,1,Hasheur Live,248950,,,,,,
Celestia,1,hay3mH7BK54,5900,,,,,,
Celestia,1,HAY5vvu6dXI,1450,,,,,,
Celestia,1,Haze Anderson,55500,,,,,,
Celestia,1,Hazenikov - Actu Crypto,12970,,,,,,
Celestia,1,hb7-9ouoSjE,370,,,,,,
Celestia,1,HBR-vdg1vVU,3440,,,,,,
Celestia,1,HC Capital,41370,,,,,,
Celestia,1,hCfdgU1HzDA,6580,,,,,,
Celestia,1,hdFvrGO8Y38,90,,,,,,
Celestia,1,hDIq2IpIXO0,1070,,,,,,
Celestia,1,Hebron Lutheran Church,320,,,,,,
Celestia,1,Helacious,530,,,,,,
Celestia,1,Heritage Baptist Church,570,,,,,,
Celestia,1,Heritage Christian Centre,2680,,,,,,
Celestia,1,Hermann J. Wiemer Vineyard,620,,,,,,
Celestia,1,hFAdpBF8oLw,80,,,,,,
Celestia,1,hfHqBQIm3qQ,35410,,,,,,
Celestia,1,HGeC9KJnxnQ,510,,,,,,
Celestia,1,hGmTkucgvwg,4360,,,,,,
Celestia,1,HgRGnr_JWX4,870,,,,,,
Celestia,1,HGtDitsRxMU,790,,,,,,
Celestia,1,HHjxO8bg_E4,470,,,,,,
Celestia,1,HHrimvIxzvg,4910,,,,,,
Celestia,1,hHzeQ-SKEuA,1040,,,,,,
Celestia,1,Hidden Facts,830,,,,,,
Celestia,1,High Functioning Medium,22620,,,,,,
Celestia,1,HIJECT ML,18840,,,,,,
Celestia,1,Hillsdale College Podcast Network,1260,,,,,,
Celestia,1,hirumaredx,2378310,,,,,,
Celestia,1,Historical General Conferences,10420,,,,,,
Celestia,1,History Drops,28080,,,,,,
Celestia,1,Hitesh Malviya,8900,,,,,,
Celestia,1,HIVEMIND,5505580,,,,,,
Celestia,1,hj1op2,6500,,,,,,
Celestia,1,hj7FaUSYINc,0,,,,,,
Celestia,1,hj8ea0XJJos,4040,,,,,,
Celestia,1,hJpS3Rcn5IU,350,,,,,,
Celestia,1,HJrPzpcj4OU,100,,,,,,
Celestia,1,HJYxXly9O-w,530,,,,,,
Celestia,1,hKiwBA_GzaI,11710,,,,,,
Celestia,1,hkpBCIkp6cg,20,,,,,,
Celestia,1,HKsQaOcXuTU,60,,,,,,
Celestia,1,HKwQypGfIV8,10150,,,,,,
Celestia,1,hLreGE7ln8s,110,,,,,,
Celestia,1,hm5YidIBNCM,50,,,,,,
Celestia,1,hMe54SvwZTg,10,,,,,,
Celestia,1,Hmong369 Channel,480,,,,,,
Celestia,1,HMoqmSYpZXY,50,,,,,,
Celestia,1,hn4Rv-kzUuY,650,,,,,,
Celestia,1,HNB7titRqiA,650,,,,,,
Celestia,1,HNf8tUtsg0I,30,,,,,,
Celestia,1,HNJhucrSPpI,20,,,,,,
Celestia,1,hNUBxUPzQ44,3000,,,,,,
Celestia,1,HO3j_aWSXhI,0,,,,,,
Celestia,1,Holiness to the Lord,768620,,,,,,
Celestia,1,Holy Post,421330,,,,,,
Celestia,1,Honkai Impact 3rd,3346640,,,,,,
Celestia,1,Honkai: Star Rail,47001780,,,,,,
Celestia,1,Hope College,4620,,,,,,
Celestia,1,Hot Topics Time,63040,,,,,,
Celestia,1,hoTN1poYBUU,10000,,,,,,
Celestia,1,hOWFJwTDnXE,0,,,,,,
Celestia,1,HOXLiu67yGQ,50,,,,,,
Celestia,1,Hp4TGR5n3aI,730,,,,,,
Celestia,1,HpAWEasx3N0,85610,,,,,,
Celestia,1,HpqUO4khAJE,880,,,,,,
Celestia,1,hPU4kE91YHI,0,,,,,,
Celestia,1,HpYI9E4D0e0,20,,,,,,
Celestia,1,Hq8rvWJRUjw,100,,,,,,
Celestia,1,HQxjgPWAQtU,700,,,,,,
Celestia,1,hR6vrp_RhhE,670,,,,,,
Celestia,1,HRFQlv_tYlI,5150,,,,,,
Celestia,1,hRj69oEJtS8,1840,,,,,,
Celestia,1,HrjXU0blCRQ,0,,,,,,
Celestia,1,hSDtE6VlY4Q,10,,,,,,
Celestia,1,ht-spOE1HcM,1840,,,,,,
Celestia,1,hTsWEuKSBF0,116690,,,,,,
Celestia,1,htW1azTwGfk,0,,,,,,
Celestia,1,HTwmBOak0_o,0,,,,,,
Celestia,1,htx-ZEKruQg,15480,,,,,,
Celestia,1,hu-po,10250,,,,,,
Celestia,1,HUa8TYIot3s,360,,,,,,
Celestia,1,Hubble Shorts,11340,,,,,,
Celestia,1,Hum-Jln8wKs,35680,,,,,,
Celestia,1,Humans of Bombay,74630,,,,,,
Celestia,1,huqwpT_BRwk,780,,,,,,
Celestia,1,hURQx2pMtOk,480,,,,,,
Celestia,1,Hw3ck__Z-Bg,4240,,,,,,
Celestia,1,HW8RnyoY9UM,0,,,,,,
Celestia,1,hwKoKdBigdw,2160,,,,,,
Celestia,1,HXErioWmEa8,50,,,,,,
Celestia,1,hxFguu2zoqs,9300,,,,,,
Celestia,1,hxmtO6aY9H0,130,,,,,,
Celestia,1,HY2qvD0TZR4,44320,,,,,,
Celestia,1,HYJYpKkawGM,13380,,,,,,
Celestia,1,HypVS9ceM-U,630,,,,,,
Celestia,1,Hz0NNG6tvGo,149660,,,,,,
Celestia,1,hzLwrtJDxHk,0,,,,,,
Celestia,1,hZZxVWkg11M,1940,,,,,,
Celestia,1,I-ve_0aG0Ww,5470,,,,,,
Celestia,1,I0dFvjdAGRc,75120,,,,,,
Celestia,1,I1lzINJlYgw,1530,,,,,,
Celestia,1,i3FdYOduJ-8,0,,,,,,
Celestia,1,I3UrW_uiHLg,6550,,,,,,
Celestia,1,I4oebuF_xtw,10,,,,,,
Celestia,1,I5w8269T6pk,510,,,,,,
Celestia,1,I64NUKH3lQY,780,,,,,,
Celestia,1,i7RRQ-mMnks,0,,,,,,
Celestia,1,I86qmlWO9os,8350,,,,,,
Celestia,1,i8aCLy2Nuyo,920,,,,,,
Celestia,1,I9CtbMQeC3o,30,,,,,,
Celestia,1,I9jgRQ3HBW4,60,,,,,,
Celestia,1,i9kARhWDAKw,1110,,,,,,
Celestia,1,I9xarvTNFjc,690,,,,,,
Celestia,1,iA6sH6KUfug,30,,,,,,
Celestia,1,IACE - Best Institute For Competitive Exams,10170,,,,,,
Celestia,1,IAFlltyCdi4,10,,,,,,
Celestia,1,IAhKPZ3pby4,570,,,,,,
Celestia,1,IAHsQ8T9yuA,0,,,,,,
Celestia,1,iALXsxeYr-Y,490,,,,,,
Celestia,1,IAQZ-Bfl5dA,190,,,,,,
Celestia,1,IASPrimers,2850,,,,,,
Celestia,1,iB781HQfJE8,10,,,,,,
Celestia,1,iBCA-WnU8Pc,15990,,,,,,
Celestia,1,IBi4kk5Onxo,110,,,,,,
Celestia,1,iCcxibZkaBk,18790,,,,,,
Celestia,1,Iconic Doll Studios,6390,,,,,,
Celestia,1,iCxPHP0-ok0,149590,,,,,,
Celestia,1,ID73-znP4SQ,180,,,,,,
Celestia,1,iDCWQlz92a8,1760,,,,,,
Celestia,1,Ideal,3094240,,,,,,
Celestia,1,iDKVtQJRuc8,1280,,,,,,
Celestia,1,IDO HUNTER,116710,,,,,,
Celestia,1,idtf_tIvJkg,330,,,,,,
Celestia,1,IDUQu1XIgZ0,680,,,,,,
Celestia,1,iEHwnxIE1_U,0,,,,,,
Celestia,1,if6NQtw15Eo,100,,,,,,
Celestia,1,IFfovkkXjjA,30370,,,,,,
Celestia,1,IFswZmtsDBo,290,,,,,,
Celestia,1,ifVKcXYAPy8,310,,,,,,
Celestia,1,IfvsWkVjCVk,1500,,,,,,
Celestia,1,IGEP3LISZfg,20,,,,,,
Celestia,1,IGjGZbXBtEg,9300,,,,,,
Celestia,1,iGluon Vinyls,1780,,,,,,
Celestia,1,IGNOU BANGALORE,130,,,,,,
Celestia,1,Igor Kufayev,19030,,,,,,
Celestia,1,IGWeARVqwh8,420,,,,,,
Celestia,1,IgxR_fMOrgo,31470,,,,,,
Celestia,1,ih_MSucU2GU,660,,,,,,
Celestia,1,Ih084xLvh_8,20,,,,,,
Celestia,1,ih341ty8aXY,9830,,,,,,
Celestia,1,IhtW_ofKwZQ,3340,,,,,,
Celestia,1,IILBNeW_sPQ,50,,,,,,
Celestia,1,iIqsWiQ9TpM,210,,,,,,
Celestia,1,IJ454QuGqHQ,520,,,,,,
Celestia,1,IJCR Central,1700,,,,,,
Celestia,1,IJFuC5Q_v28,280,,,,,,
Celestia,1,IJRQBHqCUu4,390,,,,,,
Celestia,1,IJu2C28uXe4,340,,,,,,
Celestia,1,iJw9eY2U6wU,360,,,,,,
Celestia,1,IK0OBknsZEo,30,,,,,,
Celestia,1,IK5Xo47zqzk,330,,,,,,
Celestia,1,Ik9hdQBnthM,30,,,,,,
Celestia,1,iKDmVi70GYE,2810,,,,,,
Celestia,1,ikGQx2J0rIg,30,,,,,,
Celestia,1,IKMANIOFFICIAL,4870,,,,,,
Celestia,1,iKwXK2k-qrk,1060,,,,,,
Celestia,1,iKzGakEYRXY,330,,,,,,
Celestia,1,Il Marchese Del Crypto,8710,,,,,,
Celestia,1,IleHLdfo8Fw,840,,,,,,
Celestia,1,iLfrVOdrtlA,20,,,,,,
Celestia,1,iLp6MuCanFA,150,,,,,,
Celestia,1,Ilu_enri,20950,,,,,,
Celestia,1,Im_comn4u,615260,,,,,,
Celestia,1,Imack Studios,140050,,,,,,
Celestia,1,ImanTrading,749240,,,,,,
Celestia,1,iMH6P-Oz11Y,1610,,,,,,
Celestia,1,IMNET ROBLOX,18450,,,,,,
Celestia,1,Impactis,870,,,,,,
Celestia,1,iMY6QmU-ETc,50,,,,,,
Celestia,1,iNBhDnCYoi0,90,,,,,,
Celestia,1,iNBU7GBrjRU,870,,,,,,
Celestia,1,Incessant,3524780,,,,,,
Celestia,1,Income And Tech Update,1070,,,,,,
Celestia,1,INCOSE RWG,1980,,,,,,
Celestia,1,INCRYPTEOne,3060,,,,,,
Celestia,1,India TV Crypto 📺,5290,,,,,,
Celestia,1,IndieBio,17590,,,,,,
Celestia,1,Indodax,90930,,,,,,
Celestia,1,Infinite Games,3354960,,,,,,
Celestia,1,Info Sphere,23300,,,,,,
Celestia,1,InFoTech EduCatioN (IE),4950,,,,,,
Celestia,1,Insane Curiosity,671150,,,,,,
Celestia,1,InsideTracker,10330,,,,,,
Celestia,1,InslWxaumm8,10,,,,,,
Celestia,1,Insomnia Audiobooks,11630,,,,,,
Celestia,1,Inspecteur Crypto,7030,,,,,,
Celestia,1,Institute for Advanced Study,16120,,,,,,
Celestia,1,Intel Business,620,,,,,,
Celestia,1,Internet Governance Forum (IGF),350,,,,,,
Celestia,1,Inversor Inteligente,8150,,,,,,
Celestia,1,Invest and Grow,16810,,,,,,
Celestia,1,Invest Daily,8440,,,,,,
Celestia,1,Invest Pro. Криптовалюта. Инвестиции. Млм,7410,,,,,,
Celestia,1,ioPW-IbvFxU,0,,,,,,
Celestia,1,IOTA Foundation,59190,,,,,,
Celestia,1,iOxTG_u9Ggk,1050,,,,,,
Celestia,1,IP9Cj3dqdak,30,,,,,,
Celestia,1,ipEs7vBvhkg,2190,,,,,,
Celestia,1,Ipr16wHKNu8,2250,,,,,,
Celestia,1,ipw_g2A-pS8,610,,,,,,
Celestia,1,iQ3x9p8ver0,130,,,,,,
Celestia,1,iqJDHhSIOWY,150,,,,,,
Celestia,1,IR64nWHt1gY,100,,,,,,
Celestia,1,iRuoLOsLQSI,20,,,,,,
Celestia,1,iRV5uM25mkU,120,,,,,,
Celestia,1,is3VjmUUR0k,250,,,,,,
Celestia,1,is5YO65EsLU,70,,,,,,
Celestia,1,Is9vt80d9gE,0,,,,,,
Celestia,1,Islam and Liberty Network,230,,,,,,
Celestia,1,Israel the Church of Jesus Jacksonville,800,,,,,,
Celestia,1,IT Fahim,4020,,,,,,
Celestia,1,It's the YO BA series,1020,,,,,,
Celestia,1,iTiJlFGr7dE,400,,,,,,
Celestia,1,iTkd3r4QPII,30,,,,,,
Celestia,1,ITS ME KHEN,19960,,,,,,
Celestia,1,IU South Bend Civil Rights Heritage Center,180,,,,,,
Celestia,1,iufneMSmqSc,1357750,,,,,,
Celestia,1,IuJV61Xb_oI,120,,,,,,
Celestia,1,IV7hSzhiQTM,4860,,,,,,
Celestia,1,IvNpAtcJLDo,370,,,,,,
Celestia,1,iVNq-5m0bQo,1380,,,,,,
Celestia,1,IVVP9kFYLqo,30,,,,,,
Celestia,1,iw5U_6dLo04,480,,,,,,
Celestia,1,IwaSMByez4Q,610,,,,,,
Celestia,1,IwBnEABIRGQ,121830,,,,,,
Celestia,1,iWc5-PsvDLg,4140,,,,,,
Celestia,1,ixAoRNXCatk,60,,,,,,
Celestia,1,iXDXhS0oa38,60,,,,,,
Celestia,1,iXF-LUkvzV0,0,,,,,,
Celestia,1,iY2mQ0EpDV0,10,,,,,,
Celestia,1,iYCfMRGkL9E,800,,,,,,
Celestia,1,iYKzS_UUD4E,1790,,,,,,
Celestia,1,IYti7ASqiEQ,360,,,,,,
Celestia,1,iyTNbN1MjfY,0,,,,,,
Celestia,1,izeY4k8zEfU,30,,,,,,
Celestia,1,IZPdMGkZSXU,780,,,,,,
Celestia,1,j-nCjcb3ZQA,550,,,,,,
Celestia,1,J0Mx-HkRCEo,30,,,,,,
Celestia,1,j12eTlV3Z4A,50,,,,,,
Celestia,1,j1cPgyd22Oc,1950,,,,,,
Celestia,1,J1EM0H,20,,,,,,
Celestia,1,J30RqdCkWk0,310,,,,,,
Celestia,1,j34j8MJDVVI,30,,,,,,
Celestia,1,j38oCoXt6h4,400,,,,,,
Celestia,1,j3m4vJPgans,112020,,,,,,
Celestia,1,J4C07zODye4,3080,,,,,,
Celestia,1,j4Pq27HQ6Sw,260,,,,,,
Celestia,1,j53F1ymqO8Y,0,,,,,,
Celestia,1,J59ObyhlaQU,0,,,,,,
Celestia,1,J5aNalSuqDI,130,,,,,,
Celestia,1,J5MClT1MpwM,19840,,,,,,
Celestia,1,j6NyA5hsGVo,0,,,,,,
Celestia,1,j6sIu_TtC84,870,,,,,,
Celestia,1,j6v4_sAwNP0,2520,,,,,,
Celestia,1,j7Q_HJ_YO0M,5750,,,,,,
Celestia,1,J7z9M93rPwE,0,,,,,,
Celestia,1,J8HQFFvdbkM,100,,,,,,
Celestia,1,j9XugvL8bgk,80,,,,,,
Celestia,1,Jabo's Dumpster,157210,,,,,,
Celestia,1,JackCarrUSA,545710,,,,,,
Celestia,1,JackTheBus Reacts,996800,,,,,,
Celestia,1,Jake Call,17220,,,,,,
Celestia,1,Jamaica Union Conference,12920,,,,,,
Celestia,1,JamaicanNoobs,272550,,,,,,
Celestia,1,James Rocks YT,1590,,,,,,
Celestia,1,JardinFinanciero,350,,,,,,
Celestia,1,JariUni,102540,,,,,,
Celestia,1,Jason Koop,5070,,,,,,
Celestia,1,Jason X,7630,,,,,,
Celestia,1,Jauwn,5186930,,,,,,
Celestia,1,JaviYTGaming,470,,,,,,
Celestia,1,JayBratt,9350740,,,,,,
Celestia,1,Jaypin88,66600,,,,,,
Celestia,1,JB4gBR_cuss,250,,,,,,
Celestia,1,JbBR8uDBD2Y,51700,,,,,,
Celestia,1,jbudO3XebjQ,90,,,,,,
Celestia,1,jcDkUwl3Y5A,480,,,,,,
Celestia,1,jcFYCW5s2rE,0,,,,,,
Celestia,1,JdifAHgM7zs,1200,,,,,,
Celestia,1,jdtWqGJLhq4,1210,,,,,,
Celestia,1,jdxxmcjRPOg,90,,,,,,
Celestia,1,jE7eLAQM2EY,2790,,,,,,
Celestia,1,jeDPGwxz5VQ,280,,,,,,
Celestia,1,JEFF MEACHAM NETWORK,1490,,,,,,
Celestia,1,jEhcOVKJnBE,90,,,,,,
Celestia,1,jejN3VBMlho,10,,,,,,
Celestia,1,Jen Luv,346120,,,,,,
Celestia,1,Jena Froese,75990,,,,,,
Celestia,1,Jenesis Designs and Modelcraft,34520,,,,,,
Celestia,1,Jennifer York,470,,,,,,
Celestia,1,Jeodezi,23960,,,,,,
Celestia,1,jEOMMicj7RE,740,,,,,,
Celestia,1,Jerico Llovido,50,,,,,,
Celestia,1,Jerome,7070,,,,,,
Celestia,1,Jersey Geek,13900,,,,,,
Celestia,1,Jesse Eckel,167620,,,,,,
Celestia,1,JetBrains,3960,,,,,,
Celestia,1,jF6wW_Iu3zE,380,,,,,,
Celestia,1,jfkPFm6q5GU,6990,,,,,,
Celestia,1,Jfv4YrGlfdQ,1490,,,,,,
Celestia,1,Jg_Jnll-jd8,530,,,,,,
Celestia,1,Jg5bk24yps0,220,,,,,,
Celestia,1,jgQ_OcPcGv8,1750,,,,,,
Celestia,1,jgS0YKptTko,770,,,,,,
Celestia,1,JgSJ-9Js-fk,670,,,,,,
Celestia,1,JGvDu2GYJpw,80,,,,,,
Celestia,1,jgzk_NY3w10,20,,,,,,
Celestia,1,Jh8rwezIzfk,730,,,,,,
Celestia,1,jh8utSUb6Gg,190,,,,,,
Celestia,1,JhEMVoVlb0U,20,,,,,,
Celestia,1,JHfaVrhOrG8,1570,,,,,,
Celestia,1,jHIni_4u4OA,90,,,,,,
Celestia,1,JhRW_Rd4RF4,40,,,,,,
Celestia,1,JHYHD5j6cPs,170,,,,,,
Celestia,1,Ji8S5pw8hxM,10,,,,,,
Celestia,1,Jibonojeebika,2910,,,,,,
Celestia,1,Jibril Crypto,5100,,,,,,
Celestia,1,Jimmy Lightning Strike,159490,,,,,,
Celestia,1,Jimmy Phan-USA,1460,,,,,,
Celestia,1,jJAaEARrkVs,70,,,,,,
Celestia,1,JjvTdexI43E,0,,,,,,
Celestia,1,JJzWPsFkebs,8030,,,,,,
Celestia,1,JK Leeds,6840330,,,,,,
Celestia,1,jkImQlALHgA,250,,,,,,
Celestia,1,JlCC_YKpBZQ,100,,,,,,
Celestia,1,Jle80doe9FU,8690,,,,,,
Celestia,1,jLOTIhYL86I,160,,,,,,
Celestia,1,JmHtd4rcoKE,5800,,,,,,
Celestia,1,JMO6ZYOs5Is,4830,,,,,,
Celestia,1,jmSBchP9TBw,8020,,,,,,
Celestia,1,Jno0JADDjRA,9140,,,,,,
Celestia,1,JO6T0CEEnZs,90,,,,,,
Celestia,1,Joel Educates,18260,,,,,,
Celestia,1,JoEq3cr3feQ,390,,,,,,
Celestia,1,Johann Peter Archives,50,,,,,,
Celestia,1,John Campea,165090,,,,,,
Celestia,1,John10X,5430,,,,,,
Celestia,1,JohnathonFrost,100,,,,,,
Celestia,1,Johnny's car care & reviews,12230,,,,,,
Celestia,1,JolliAllGenGamer,1490,,,,,,
Celestia,1,Jonathan Jernigan,240500,,,,,,
Celestia,1,Jonlaw98,42580,,,,,,
Celestia,1,Jorgensen Powersports,18700,,,,,,
Celestia,1,Josh Snares,51480,,,,,,
Celestia,1,jouowdKxGQw,1770,,,,,,
Celestia,1,Journey Christian Community,780,,,,,,
Celestia,1,Journey towards success,16870,,,,,,
Celestia,1,JP INVESTIMENTOS,29190,,,,,,
Celestia,1,JpSyQmPZ1uk,39110,,,,,,
Celestia,1,JPVzQDl5hKw,3060,,,,,,
Celestia,1,jQjqUCfgZBc,510,,,,,,
Celestia,1,jQnEbfJsADw,410,,,,,,
Celestia,1,JrE4J1-kS7Y,6190,,,,,,
Celestia,1,jSloS47OXqU,570,,,,,,
Celestia,1,JSspiIcr534,3340,,,,,,
Celestia,1,jtdWWSrGm8I,160,,,,,,
Celestia,1,JtHCmPrJhMA,410,,,,,,
Celestia,1,JtI20858mOI,90,,,,,,
Celestia,1,JtQp-THp8-s,4960,,,,,,
Celestia,1,ju56lFOwSLA,480,,,,,,
Celestia,1,Jubilee Apostolic Church,220,,,,,,
Celestia,1,Juh0rse,940,,,,,,
Celestia,1,Juiced,16530,,,,,,
Celestia,1,JuRaEcQ8f64,0,,,,,,
Celestia,1,Jus Soca,7475960,,,,,,
Celestia,1,JUST IMAGINATION,26280,,,,,,
Celestia,1,jUz8se3M4PA,30,,,,,,
Celestia,1,Juztify,2181270,,,,,,
Celestia,1,jv0eGSWSg_o,0,,,,,,
Celestia,1,jVhEOzgBLX8,720,,,,,,
Celestia,1,JVsb78wDMEQ,1190,,,,,,
Celestia,1,jVtkyLzhaBs,610,,,,,,
Celestia,1,jVWywjPHgtE,1910,,,,,,
Celestia,1,Jw1LvylmqyY,5090,,,,,,
Celestia,1,jw4Hd-VjhMU,0,,,,,,
Celestia,1,JWmzXvw4Xdk,20,,,,,,
Celestia,1,JwsbLt3OvY8,430,,,,,,
Celestia,1,JWTQqI7tOd8,158450,,,,,,
Celestia,1,Jxq36DLHX_M,180,,,,,,
Celestia,1,jxqX38qu1h0,1110,,,,,,
Celestia,1,jxVNP6kcpo4,0,,,,,,
Celestia,1,JXwcxxkPMPY,90,,,,,,
Celestia,1,jYbE4Ed93Jg,400,,,,,,
Celestia,1,JZ1_Bij7gR0,240,,,,,,
Celestia,1,Jzgebn8YlQU,30,,,,,,
Celestia,1,k_G09DrYCKY,230,,,,,,
Celestia,1,k-0k_BLmYUg,0,,,,,,
Celestia,1,K2Wt0QustqY,10,,,,,,
Celestia,1,k4jxeLX2tYs,100,,,,,,
Celestia,1,K5bo_NZxRvA,0,,,,,,
Celestia,1,K5DMHZrl9ec,370,,,,,,
Celestia,1,k6a6U--SVHo,70,,,,,,
Celestia,1,k7KrONrpP0Y,20,,,,,,
Celestia,1,K8IdWaVEIes,500,,,,,,
Celestia,1,K8MQTxefTwo,330,,,,,,
Celestia,1,K8roniG9MTI,0,,,,,,
Celestia,1,K8zkRi8TBNw,270,,,,,,
Celestia,1,K921Gn0zSDw,10450,,,,,,
Celestia,1,K9HZDvghXcg,95360,,,,,,
Celestia,1,k9pF1jwyTJE,62630,,,,,,
Celestia,1,k9WL3AiI2zI,440,,,,,,
Celestia,1,Kaazoo71Games,3250,,,,,,
Celestia,1,Kackie Reviews Beauty,159810,,,,,,
Celestia,1,KaidozPlayz,27245280,,,,,,
Celestia,1,Kaioshin Theories and Analysis,3560,,,,,,
Celestia,1,Kakrruk Channel,4830,,,,,,
Celestia,1,kAOdJnBEMng,200,,,,,,
Celestia,1,Kaplan UK,1620,,,,,,
Celestia,1,Kapt minero Channel,5270,,,,,,
Celestia,1,KaptainArbyVODs,4990,,,,,,
Celestia,1,KasaiSora,3886290,,,,,,
Celestia,1,Kasumi Rina,10500,,,,,,
Celestia,1,KATZemPxt7g,60,,,,,,
Celestia,1,Kay Sanders - Soul Alchemist,4890,,,,,,
Celestia,1,Kazuki Official,3935860,,,,,,
Celestia,1,kBCJFB9MKSk,140,,,,,,
Celestia,1,KCJ2-35v-48,148070,,,,,,
Celestia,1,KCvd4sok-UI,0,,,,,,
Celestia,1,kDB6iukD7b4,0,,,,,,
Celestia,1,KDhrPB1anTs,960,,,,,,
Celestia,1,KDjR2dOyqXQ,0,,,,,,
Celestia,1,KdTGDYixuHY,0,,,,,,
Celestia,1,Ken Ham,232970,,,,,,
Celestia,1,KEN RBLX,52344660,,,,,,
Celestia,1,KENTANG KELINCI,780,,,,,,
Celestia,1,KeO9hJUx6qQ,14330,,,,,,
Celestia,1,keR9jho0UCo,10,,,,,,
Celestia,1,keroppi,85440,,,,,,
Celestia,1,Kevin Heaton,370,,,,,,
Celestia,1,kf3BgEUpza8,1008290,,,,,,
Celestia,1,Kfa1wI6ma8Y,1140,,,,,,
Celestia,1,kfB9yLIdZj0,140,,,,,,
